name,region,variety,rating,notes
Celler Pasanau El Vell Coster Priorat 2005,"Priorat, Spain",Red Wine,97.0,"""The 2005 El Vell Coster is 80% old-vine Carinena and 20% Cabernet Sauvignon from Pasanau. Opaque purple-colored, it has an enthralling nose of scorched earth, slate, mushroom, truffle, tar, blueberry, and black cherry. This is followed by an opulent, powerful, loaded wine with great concentration and impeccable balance. It has a decade of cellaring potential and should be at is peak between 2015 and 2030."""
Ceretto Barolo Bricco Rocche 2000,"Barolo, Piedmont, Italy",Red Wine,96.0,"Polished and elegant in style, it benefits from the additional freshness and continuity provided by the sensations of mint and tobacco on its lingering finish. "
Ceretto Bricco Rocche Barolo 1995,"Barolo, Piedmont, Italy",Red Wine,96.0,Color:	Ruby red. 
Ceritas Costalina Pinot Noir 2018,"Sonoma Coast, Sonoma County, California",Red Wine,96.0,"Comprised of barrel selections from Hellenthal, Elliott and Porter-Bass along with the Occidental Road Vineyard. Soil profiles vary from sandstone, shale and mudstone. The wine showcases all of the vineyards Ceritas farms along the entire Sonoma Coast."
Chambers Rosewood Rutherglen Rare Muscat (375ML half-bottle),"Rutherglen, Victoria, Australia",Collectible,96.0,"Produced from Muscat a Petit Grains, or Brown Muscat as it is more commonly known, the Rare Muscat offers a complex nose of dried raisins, candied fruit skins, ground coffee and complex rancio characters. The intense, syrupy palate explodes with molasses, dried fruitand walnuts, with drying tannins and brisk acidity to carry the amazingly intense finish."
Champalou Vouvray Les Tries (500ML) 2015,"Vouvray, Touraine, Loire, France",White Wine,96.0,"The fruit is sorted, grape by grape, to find the best and most concentrated grapes. Les Tries is only produced in years in which noble rot fully develops. In the last twenty years, only 5 vintages have been produced: 1996, 1997, 2003, 2009, and 2015."
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2007,"Napa Valley, California",Red Wine,96.0,"Our 2007 Pritchard Hill Cabernet Sauvignon was blended using the most exceptional fruit from our finest vineyard blocks. As a result, it is both complex and complete, displaying all of the elements that have come to define great Pritchard Hill Cabernet Sauvignon. The color is deep, dark and saturated, seeming to stain the glass, while the aromas offer lovely violet notes that mingle with elements of sweet blackberry, anise, and espresso. On the palate, this wine immediately reveals sweet berry and chocolate flavors that morph into a liqueur-like veneer. Smooth, layered tannins and an excellent structure leave a silky impression through-out the long, satisfying finish. This wine is no aperitif; to enjoy its fullest expression, its substantial character and flavor deserve to be paired with roasted or grilled meats, or with rich cheeses."
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2014,"Napa Valley, California",Red Wine,99.0,"Notes of blackberry and dark cherry layer with an abundance of sweet oak and spice. Concentrated flavors of sun-soaked red and black fruit, cola and roasted coffee envelop the palate and flow through the finish. This is a wine of monumental size and concentration worthy of patient cellaring."
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2017,"Napa Valley, California",Red Wine,96.0,"Powerful, profound, and impeccably structured, this wine captures the essence of great mountain-grown Cabernet Sauvignon. As it evolves in the glass, concentrated aromas of blueberry, blackberry, and black currant meld with hints of anise, graphite, complex herbs, dark chocolate, espresso, and spice. Though lush and viscous on the palate, a supple elegance frames the rich black cherry and ripe berry flavors, with taut underlying acidity adding poise and purity to a long resonating finish. "
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2007,"Napa Valley, California",Red Wine,96.0,"Our 2007 Pritchard Hill Cabernet Sauvignon was blended using the most exceptional fruit from our finest vineyard blocks. As a result, it is both complex and complete, displaying all of the elements that have come to define great Pritchard Hill Cabernet Sauvignon. The color is deep, dark and saturated, seeming to stain the glass, while the aromas offer lovely violet notes that mingle with elements of sweet blackberry, anise, and espresso. On the palate, this wine immediately reveals sweet berry and chocolate flavors that morph into a liqueur-like veneer. Smooth, layered tannins and an excellent structure leave a silky impression through-out the long, satisfying finish. This wine is no aperitif; to enjoy its fullest expression, its substantial character and flavor deserve to be paired with roasted or grilled meats, or with rich cheeses."
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2014,"Napa Valley, California",Red Wine,99.0,"The most sought-after wine in our portfolio, this limited-production Cabernet Sauvignon represents the pinnacle of Chappellet winemaking and embodies the elegant power and complexity of Pritchard Hill winegrowing. Like the great Bordeaux wines that first inspired Donn Chappellet, this wine is crafted by blending Cabernet Sauvignon with other classic Bordeaux varietals. The wine was aged for 22 months in 100% new French oak. Grown on our rocky, mountainside vineyard, our Cabernets have consistently displayed an ability to age for several decades."
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2017,"Napa Valley, California",Red Wine,96.0,"Powerful, profound, and impeccably structured, this wine captures the essence of great mountain-grown Cabernet Sauvignon. As it evolves in the glass, concentrated aromas of blueberry, blackberry, and black currant meld with hints of anise, graphite, complex herbs, dark chocolate, espresso, and spice. Though lush and viscous on the palate, a supple elegance frames the rich black cherry and ripe berry flavors, with taut underlying acidity adding poise and purity to a long resonating finish. "
Chappellet Signature Cabernet Sauvignon 2013,"Napa Valley, California",Red Wine,96.0,"The Signature Cabernet Sauvignon has been Chappellet's flagship wine for more than three decades. It is a benchmark for the long-lived hillside wines of the Napa Valley; full of structure and aging potential, yet seductively forward in its concentrated varietal character. The dry, rocky soils of Pritchard Hill produce small, intensely flavorful grapes. Crop thinning allows for full, even ripening and further elevates flavor complexity."
Charles Heidsieck Blanc des Millenaires Brut 1990,"Champagne, France",Sparkling & Champagne,97.0,"""The Blanc des Millenaires is 100% Chardonnay and offers a beautiful, stately expression of this grape.  It's very refined in texture and complex, revealing honey, coffee, citrus confit and ginger notes enmeshed in the supple, finely grained texture.  It's firm, yet perfectly integrated with the other elements."""
Charles Heidsieck Vintage Rose 1985,"Champagne, France",Sparkling & Champagne,96.0,"First impressions are of fresh and rich aromas with magnificent expressivity. This cuvée offers a perfect balance of brilliance, abundance and length, qualities that will complement the wine’s excellent capacity to age."
Charles Smith Wines King Coal Stoneridge Vineyard 2008,"Columbia Valley, Washington",Red Wine,96.0,"Co-ferment leads with Cabernet all the way! With its savory herb and pipe tobacco aromas, currants, lavendar, and black olive, it comes together so regal, it can only be related to the Royal City."
Charles Smith Wines Old Bones Syrah 2005,"Columbia Valley, Washington",Red Wine,99.0,100% Royal Slope Syrah
Charles Smith Wines Royal City Syrah 2006,"Columbia Valley, Washington",Red Wine,97.0,"Earth, cool stone, tobacco, faint dark fruit, Asian five spice. Harmonic, complex, ethereal. Its hard to know where the wine ends and you begin. The very best to date."
Charles Smith Wines Royal City Syrah 2008,"Columbia Valley, Washington",Red Wine,96.0,"Every vintage it just seems to get better. Deeper than the '06, more luxurious than the '07. Layer upon layer upon layer. Earth, cool stone, tobacco, faint dark fruit, Asian five spice. Harmonic, complex, ethereal. Its hard to know where the wine ends and you begin. The very best to date."
Charles Smith Wines Royal City Syrah 2012,"Columbia Valley, Washington",Red Wine,99.0,"Only one is Royal City! Not just in a name, but in everything it is. Green and black olive, dry meat, roasted meat, camphor, warm earth, crushed rock. So elegant. Complex. Concentrated with finesse forever. "
Charles Smith Wines Royal Slope Heart Syrah 2007,"Columbia Valley, Washington",Red Wine,98.0,"Moderation is out the window with this and the other wines from the Royal Slope. Big, unctuous wine—moody and mouth filling, a compoteof black fruit and complementary spices—yet still amazingly balanced."
Charles Smith Wines The Skull Syrah 2005,"Columbia Valley, Washington",Red Wine,98.0,100% Royal Slope Syrah
Chateau Angelus (1.5 Liter Magnum) 2000,"St. Emilion, Bordeaux, France",Red Wine,97.0,"The 2000 Chateau Angelus is a blackish-purple colored wine that exhibits aromas of blackberies, plums and blackcurrants with delicate smoky notes and licorice. There is volume on the palate, phenominal concentration and a magnificent tannic strcture. The balance between richness and acidity brings great freshness. "
Chateau Angelus 2000,"St. Emilion, Bordeaux, France",Red Wine,96.0,"The dazzlingly fruity, creamy balanced Merlot were blended with the slightly generously-ripe Cabernet Franc. The wines have a purplish black robe and display aromas of blackberry, plum and blackcurrant as well as delicate hints of smoke and liquorice. They fill the mouth, are amazingly concentrated and have a magnificent tannic structure. The balance between acidity and lush richness produces a strong impression of freshness. These wines will keep for a very long time indeed. "
